Score,Label,Name,Category,Duration(min),TSS,IF,Protocol,Z1%,Z2%,Z3%,Z4%,Z5%,Z6%,Dominant,Notes,File
7,GOOD ✓,Anaerobic,vo2-max,60.0,53.7,0.733,Sprint — 4×10s @ 175%,58.9,5.0,8.3,0.0,13.3,14.4,Z1,Neuromuscular power / sprint,anaerobic.zwo
7,GOOD ✓,Breakfast Returns,vo2-max,60.0,57.9,0.761,Anaerobic — 10×30s @ 130%,47.5,25.0,0.0,0.8,0.8,25.8,Z1,Anaerobic capacity / W' builder,breakfast-returns.zwo
7,GOOD ✓,Microbursts,vo2-max,60.0,75.5,0.869,Sprint — 20×15s @ 160%,25.0,50.0,0.0,0.0,0.0,25.0,Z2,Neuromuscular power / sprint,microbursts.zwo
7,GOOD ✓,Day 3,your-first-century,60.0,64.3,0.802,Sweet Spot — 30min steady @ 88%,0.0,50.0,0.0,50.0,0.0,0.0,Z2,Sustained sub-threshold work,week-2-day-3.zwo
7,GOOD ✓,Day 1,your-first-century,60.0,64.3,0.802,Sweet Spot — 30min steady @ 88%,0.0,50.0,0.0,50.0,0.0,0.0,Z2,Sustained sub-threshold work,week-3-day-1.zwo
7,GOOD ✓,"#05-DPC Early Season - ""Sweetspot"" Session 2",zf18-direct-power-coaching-phase-1,60.0,45.3,0.673,Sweet Spot — 24min steady @ 90%,60.0,0.0,0.0,40.0,0.0,0.0,Z1,Sustained sub-threshold work,week-2-05-dpc-early-season-sweetspot-session-2.zwo
7,GOOD ✓,"#16-DPC ""Sweetspot"" Session",zf18-direct-power-coaching-phase-2,60.0,62.7,0.792,Sweet Spot — 40min steady @ 94%,33.3,0.0,0.0,50.0,16.7,0.0,Z4,Sustained sub-threshold work,week-1-16-dpc-sweetspot-session.zwo
7,GOOD ✓,"#22-DPC ""Sweetspot"" Session",zf18-direct-power-coaching-phase-2,60.0,50.1,0.708,Sweet Spot — 30min steady @ 90%,50.0,0.0,0.0,50.0,0.0,0.0,Z1,Sustained sub-threshold work,week-3-22-dpc-sweetspot-session.zwo
7,GOOD ✓,#33-DPC Zone 3 Ride + FTP - Session 2 - Shorter,zf18-direct-power-coaching-phase-3,60.0,53.9,0.734,Sweet Spot — 30min steady @ 88%,33.3,0.0,50.0,16.7,0.0,0.0,Z3,Sustained sub-threshold work,week-2-33-dpc-zone-3-ride-plus-ftp-session-2-shorter.zwo
7,GOOD ✓,#36-DPC Zone 3 Ride + FTP - Session 3 - Shorter,zf18-direct-power-coaching-phase-3,60.0,53.6,0.732,Sweet Spot — 30min steady @ 88%,33.3,0.0,50.0,16.7,0.0,0.0,Z3,Sustained sub-threshold work,week-3-36-dpc-zone-3-ride-plus-ftp-session-3-shorter.zwo
7,GOOD ✓,#46-DPC TT - Strength Reps - Set 2,zf18-direct-power-coaching-phase-4,60.0,52.9,0.727,Threshold — 25min steady @ 100%,58.3,0.0,0.0,39.6,0.0,2.1,Z1,Sustained threshold work,week-2-46-dpc-tt-strength-reps-set-2.zwo
7,GOOD ✓,"#80-DPC ""Sweetspot"" Session 2",zf18-direct-power-coaching-phase-7,60.0,47.9,0.692,Sweet Spot — 25min steady @ 95%,58.3,0.0,0.0,41.7,0.0,0.0,Z1,Sustained sub-threshold work,week-2-80-dpc-sweetspot-session-2.zwo
7,GOOD ✓,"#83-DPC ""Sweetspot"" Session 3",zf18-direct-power-coaching-phase-7,60.0,49.0,0.7,Threshold — 25min steady @ 97%,58.3,0.0,0.0,25.0,16.7,0.0,Z1,Sustained threshold work,week-3-83-dpc-sweetspot-session-3.zwo
7,GOOD ✓,#100-DPC 2x (4 x 2.5') FTP,zf18-direct-power-coaching-phase-9,60.0,46.1,0.679,Threshold — 20min steady @ 100%,66.7,0.0,0.0,0.0,33.3,0.0,Z1,Sustained threshold work,week-1-100-dpc-2x-4-x-25-ftp.zwo
7,GOOD ✓,#108-DPC Lords Of Power,zf18-direct-power-coaching-phase-9,60.0,58.1,0.762,Sweet Spot — 35min steady @ 94%,41.7,0.0,0.0,41.7,16.7,0.0,Z1,Sustained sub-threshold work,week-3-108-dpc-lords-of-power.zwo
7,GOOD ✓,6. Max Aerobic,pro-development-2018,60.0,48.4,0.696,Threshold — 19min steady @ 106%,58.3,8.3,1.7,10.0,0.0,21.7,Z1,Sustained threshold work,6-max-aerobic.zwo
7,GOOD ✓,2. Race Practice,talent-pipeline-2019,60.0,56.9,0.754,Threshold — 19min steady @ 99%,44.4,5.0,5.0,26.7,10.0,8.9,Z1,Sustained threshold work,2-race-practice.zwo
7,GOOD ✓,4. Anaerobic Power Development,talent-pipeline-2019,60.0,46.6,0.683,Sprint — 3×30s @ 190%,73.6,5.0,5.0,3.3,0.0,13.1,Z1,Neuromuscular power / sprint,4-anaerobic-power-development.zwo
7,GOOD ✓,5. Upper Threshold Blocks,elite-selection-2021,60.0,63.5,0.797,Threshold — 30min steady @ 100%,31.7,16.7,0.0,16.7,33.3,1.7,Z5,Sustained threshold work,5-upper-threshold-blocks.zwo
7,GOOD ✓,The Lockdown Roller 2,tri247com-pro-workouts,59.8,56.8,0.755,Sweet Spot — 24min steady @ 89%,25.9,6.7,45.2,16.3,5.9,0.0,Z3,Sustained sub-threshold work,the-lockdown-roller-2.zwo
7,GOOD ✓,3. Time Trial Simulation,talent-pipeline-2019,59.8,59.4,0.772,Threshold — 27min steady @ 97%,35.1,13.4,10.0,23.4,10.0,8.1,Z1,Sustained threshold work,semifinals-3-time-trial-simulation.zwo
7,GOOD ✓,Stage 14,dig-deep-coaching-3-week-grand-tour,59.5,59.3,0.773,Threshold — 24min steady @ 101%,39.5,8.4,11.8,28.6,2.9,8.8,Z1,Sustained threshold work,stage-14.zwo
7,GOOD ✓,Endurance Elevator,training-camp-foundation,59.5,59.7,0.776,Threshold — 22min steady @ 101%,48.7,0.0,0.0,5.0,39.5,6.7,Z1,Sustained threshold work,3.-endurance-endurance-elevator.zwo
7,GOOD ✓,2. Accelerations,singletrack-slayer,59.3,41.4,0.647,Sprint — 4×10s @ 175%,30.3,41.6,5.1,13.5,0.0,9.6,Z2,Neuromuscular power / sprint,week-1-2-accelerations.zwo
7,GOOD ✓,Accelerations,sprinting,59.3,41.4,0.647,Sprint — 4×10s @ 175%,30.3,41.6,5.1,13.5,0.0,9.6,Z2,Neuromuscular power / sprint,accelerations.zwo
7,GOOD ✓,Race Simulation,30-60-minutes-to-burn,59.2,60.5,0.783,Sprint — 4×10s @ 175%,25.9,8.4,15.2,10.1,24.1,16.3,Z1,Neuromuscular power / sprint,race-simulation.zwo
7,GOOD ✓,Day 6 - Tempo with accelerations #2,4wk-ftp-booster,59.2,56.4,0.756,Sweet Spot — 37min steady @ 90%,27.0,0.0,50.7,6.8,0.0,15.5,Z3,Sustained sub-threshold work,week-2-day-6-tempo-with-accelerations-2.zwo
7,GOOD ✓,5. Race Simulation,singletrack-slayer,59.2,60.5,0.783,Sprint — 4×10s @ 175%,25.9,8.4,15.2,10.1,24.1,16.3,Z1,Neuromuscular power / sprint,week-9-5-race-simulation.zwo
7,GOOD ✓,Day 2 - Season Base #1,2018-prl100-prep,59.0,61.4,0.79,Threshold — 18min steady @ 98%,20.3,8.5,33.9,3.4,30.5,3.4,Z3,Sustained threshold work,week-2-day-2-season-base-1.zwo
7,GOOD ✓,Day 2 - Progressive 11min Climb,2018-prl46-prep,59.0,55.6,0.752,Threshold — 15min steady @ 97%,18.6,25.4,30.5,20.3,5.1,0.0,Z3,Sustained threshold work,week-10-day-2-progressive-11min-climb.zwo
7,GOOD ✓,Day 2 - Climbing Threshold #2,2018-prl46-prep,59.0,68.6,0.835,Threshold — 32min steady @ 104%,20.3,25.4,0.0,0.0,54.2,0.0,Z5,Sustained threshold work,week-8-day-2-climbing-threshold-2.zwo
7,GOOD ✓,Day 5 - Climbing Sustained Threshold,4wk-prl-prep,59.0,68.6,0.835,Threshold — 32min steady @ 104%,20.3,25.4,0.0,0.0,54.2,0.0,Z5,Sustained threshold work,week-2-day-5-climbing-sustained-threshold.zwo
7,GOOD ✓,Day 7 - Progressive 11min Climb,4wk-prl-prep,59.0,55.6,0.752,Threshold — 15min steady @ 97%,18.6,25.4,30.5,20.3,5.1,0.0,Z3,Sustained threshold work,week-2-day-7-progressive-11min-climb.zwo
7,GOOD ✓,Aktivitus Power & Endurance 7,aktivitus-14wk-power-endurance,59.0,59.1,0.775,Anaerobic — 5×20s @ 140%,30.5,16.9,1.7,35.0,8.5,7.3,Z4,Anaerobic capacity / W' builder,aktivitus-power-endurance-7.zwo
7,GOOD ✓,Chase The Breakaway!,best-of-coop-academy,59.0,57.7,0.766,Threshold — 24min steady @ 104%,47.4,3.4,8.5,6.8,23.7,10.3,Z1,Sustained threshold work,za-2019-chase-the-breakaway.zwo
7,GOOD ✓,Lactate Low 3,chris-ohearn,59.0,51.5,0.724,Sweet Spot — 18min steady @ 95%,18.6,50.8,0.0,30.5,0.0,0.0,Z2,Sustained sub-threshold work,lactate-low-3.zwo
7,GOOD ✓,Power Pyramid v1,classics-climbing,59.0,81.1,0.908,Anaerobic — 3×40s @ 120%,0.0,25.4,10.2,49.2,3.4,11.9,Z4,Anaerobic capacity / W' builder,power-pyramid-v1.zwo
7,GOOD ✓,Progressive 11min Climb,climbing,59.0,55.6,0.752,Threshold — 15min steady @ 97%,18.6,25.4,30.5,20.3,5.1,0.0,Z3,Sustained threshold work,progressive-11min-climb.zwo
7,GOOD ✓,1. Depleting 20's,l-etape-du-tour-training-club,59.0,51.7,0.725,Sprint — 8×20s @ 160%,23.7,26.8,43.2,0.0,1.7,4.5,Z3,Neuromuscular power / sprint,phase-4-1-depleting-20s.zwo
7,GOOD ✓,6. Threshold #5,singletrack-slayer,59.0,60.4,0.784,Anaerobic — 5×15s @ 130%,33.3,8.5,0.0,44.5,5.1,8.6,Z4,Anaerobic capacity / W' builder,week-6-6-threshold-5.zwo
7,GOOD ✓,Season Base #1,threshold,59.0,61.4,0.79,Threshold — 18min steady @ 98%,20.3,8.5,33.9,3.4,30.5,3.4,Z3,Sustained threshold work,season-base-1.zwo
7,GOOD ✓,Anaerobic Endurance 4 x 60sec,tt-tuneup,59.0,45.9,0.683,Anaerobic — 4×60s @ 121%,54.2,23.7,0.0,6.8,0.0,15.3,Z1,Anaerobic capacity / W' builder,week-1-anaerobic-endurance-4-x-60sec.zwo
7,GOOD ✓,Anaerobic Endurance 4x60sec,vo2-max,59.0,45.9,0.683,Anaerobic — 4×60s @ 121%,54.2,23.7,0.0,6.8,0.0,15.3,Z1,Anaerobic capacity / W' builder,anaerobic-endurance-4x60sec.zwo
7,GOOD ✓,6. Chase The Breakaway!,talent-pipeline-2019,59.0,57.7,0.766,Threshold — 24min steady @ 104%,47.4,3.4,8.5,6.8,23.7,10.3,Z1,Sustained threshold work,6-chase-the-breakaway.zwo
7,GOOD ✓,03. Fatigue Factor,rising-stars-2024,59.0,44.0,0.669,Sweet Spot — 13min steady @ 94%,49.2,18.6,10.2,13.6,7.6,0.8,Z1,Sustained sub-threshold work,03-fatigue-factor.zwo
7,GOOD ✓,Following The Efforts,60-90-minutes-to-burn,58.7,47.0,0.693,Anaerobic — 6×20s @ 110%,50.6,0.0,38.4,0.0,0.0,11.1,Z1,Anaerobic capacity / W' builder,following-the-efforts.zwo
7,GOOD ✓,Sprints,gcn,58.7,68.0,0.834,Sweet Spot — 18min steady @ 85%,34.1,15.3,39.2,0.0,0.0,11.4,Z3,Sustained sub-threshold work,race-prep-sprints.zwo
7,GOOD ✓,Crit Sprint,gcn,58.7,68.0,0.834,Sweet Spot — 18min steady @ 85%,34.1,15.3,39.2,0.0,0.0,11.4,Z3,Sustained sub-threshold work,sprints-crit-sprint.zwo
7,GOOD ✓,Following the efforts 5A,gravel-grinder,58.7,47.0,0.693,Anaerobic — 6×20s @ 110%,50.6,0.0,38.4,0.0,0.0,11.1,Z1,Anaerobic capacity / W' builder,week-5-following-the-efforts-5a.zwo
7,GOOD ✓,Sprints,sprinting,58.7,68.0,0.834,Sweet Spot — 18min steady @ 85%,34.1,15.3,39.2,0.0,0.0,11.4,Z3,Sustained sub-threshold work,sprints.zwo
7,GOOD ✓,Macro to Micro,30-60-minutes-to-burn,58.5,57.8,0.77,Anaerobic — 3×30s @ 120%,45.3,20.5,10.3,0.0,0.0,23.9,Z1,Anaerobic capacity / W' builder,macro-to-micro.zwo
7,GOOD ✓,3. Macro to Micro,z-racing,58.5,57.8,0.77,Anaerobic — 3×30s @ 120%,45.3,20.5,10.3,0.0,0.0,23.9,Z1,Anaerobic capacity / W' builder,week-2-3-macro-to-micro.zwo
7,GOOD ✓,01. Pro Potential Prologue,rising-stars-2024,58.5,40.8,0.647,Sweet Spot — 11min steady @ 95%,41.9,39.3,0.0,18.8,0.0,0.0,Z1,Sustained sub-threshold work,01-pro-potential-prologue.zwo
7,GOOD ✓,3. Macro to Micro,competitive-race-prep,58.5,57.8,0.77,Anaerobic — 3×30s @ 120%,45.3,20.5,10.3,0.0,0.0,23.9,Z1,Anaerobic capacity / W' builder,week-2-3-macro-to-micro.zwo
7,GOOD ✓,20sec Power Duration,best-of-coop-academy,58.3,37.1,0.618,Anaerobic — 4×15s @ 115%,46.0,38.6,9.4,0.0,1.7,4.3,Z1,Anaerobic capacity / W' builder,za-2019-20sec-power-duration.zwo
7,GOOD ✓,3. 20sec Power Duration,talent-pipeline-2019,58.3,37.1,0.618,Anaerobic — 4×15s @ 115%,46.0,38.6,9.4,0.0,1.7,4.3,Z1,Anaerobic capacity / W' builder,3-20sec-power-duration.zwo
7,GOOD ✓,Day 4 - Progressive 6min #2,2018-prl46-prep,58.0,43.0,0.667,Sweet Spot — 17min steady @ 93%,44.8,21.6,4.3,29.3,0.0,0.0,Z1,Sustained sub-threshold work,week-5-day-4-progressive-6min-2.zwo
7,GOOD ✓,Day 5 - 40/20's #2,4wk-ftp-booster,58.0,52.8,0.739,Sprint — 4×10s @ 175%,56.9,5.2,0.0,8.6,0.0,29.3,Z1,Neuromuscular power / sprint,week-2-day-5-4020s-2.zwo
7,GOOD ✓,Progressive 6min #2,climbing,58.0,43.0,0.667,Sweet Spot — 17min steady @ 93%,44.8,21.6,4.3,29.3,0.0,0.0,Z1,Sustained sub-threshold work,progressive-6min-2.zwo
7,GOOD ✓,Day 5: 5-1 surges,coaches-challenge,58.0,56.3,0.763,Threshold — 24min steady @ 107%,34.5,24.1,0.0,0.0,34.5,6.9,Z1,Sustained threshold work,day-5-5-1-surges.zwo
7,GOOD ✓,Stage 4,dig-deep-coaching-3-week-grand-tour,58.0,40.0,0.643,Threshold — 22min steady @ 98%,47.4,0.0,22.4,15.5,5.2,9.5,Z1,Sustained threshold work,stage-4.zwo
7,GOOD ✓,4x4 Threshold,gravel-grinder,58.0,47.8,0.703,Threshold — 18min steady @ 101%,51.7,6.9,10.3,10.3,13.8,6.9,Z1,Sustained threshold work,week-10-4x4-threshold.zwo
7,GOOD ✓,4. Explosive Climb #2,l-etape-du-tour-training-club,58.0,54.5,0.751,Sprint — 3×15s @ 150%,25.9,14.7,51.7,5.2,0.0,2.6,Z3,Neuromuscular power / sprint,phase-4-4-explosive-climb-2.zwo
7,GOOD ✓,Sepp Kuss: Cadence Efforts,pro-training-camp,58.0,55.1,0.755,Anaerobic — 3×10s @ 125%,21.6,19.0,44.8,0.0,12.1,2.6,Z3,Anaerobic capacity / W' builder,sepp-kuss-cadence-efforts.zwo
7,GOOD ✓,6. Threshold #1,singletrack-slayer,58.0,55.4,0.757,Sprint — 4×10s @ 175%,42.0,5.2,8.6,17.2,25.9,1.1,Z1,Neuromuscular power / sprint,week-1-6-threshold-1.zwo
7,GOOD ✓,7. Threshold #3,singletrack-slayer,58.0,61.7,0.799,Sprint — 4×10s @ 175%,31.6,6.9,8.6,17.2,34.5,1.1,Z5,Neuromuscular power / sprint,week-3-7-threshold-3.zwo
7,GOOD ✓,6. Threshold #4,singletrack-slayer,58.0,51.4,0.729,Threshold — 27min steady @ 97%,48.3,3.4,8.6,25.9,0.0,13.8,Z1,Sustained threshold work,week-4-6-threshold-4.zwo
7,GOOD ✓,Sepp Kuss: Cadence Efforts,sweet-spot,58.0,55.1,0.755,Anaerobic — 3×10s @ 125%,21.6,19.0,44.8,0.0,12.1,2.6,Z3,Anaerobic capacity / W' builder,sepp-kuss-cadence-efforts.zwo
7,GOOD ✓,Threshold #1,threshold,58.0,55.4,0.757,Sprint — 4×10s @ 175%,42.0,5.2,8.6,17.2,25.9,1.1,Z1,Neuromuscular power / sprint,threshold-1.zwo
7,GOOD ✓,Power Intervals #3,tt-tuneup,58.0,63.3,0.809,VO2max — 10min steady @ 135%,44.8,17.2,3.4,0.0,3.4,31.0,Z1,Sustained supra-threshold work,week-7-power-intervals-3.zwo
7,GOOD ✓,#34 TT Strength Reps Set 2,zf19-spokes-personal-coaching-stage-4,58.0,41.5,0.655,Sweet Spot — 24min steady @ 90%,58.6,0.0,0.0,41.4,0.0,0.0,Z1,Sustained sub-threshold work,34-tt-strength-reps-set-2.zwo
7,GOOD ✓,04. FTP Overload,rising-stars-2024,58.0,58.5,0.778,Sweet Spot — 31min steady @ 93%,12.1,34.5,0.0,43.1,5.2,5.2,Z4,Sustained sub-threshold work,04-ftp-overload.zwo
7,GOOD ✓,3. Cadence in Control,training-camp-progression,58.0,54.7,0.752,Sweet Spot — 36min steady @ 87%,13.8,24.1,41.4,20.7,0.0,0.0,Z3,Sustained sub-threshold work,long-3-cadence-in-control.zwo
7,GOOD ✓,Cruise Intervals #6,tt-tuneup,57.8,64.6,0.819,Threshold — 35min steady @ 100%,25.5,12.1,1.7,23.1,32.3,5.2,Z5,Sustained threshold work,week-8-cruise-intervals-6.zwo
7,GOOD ✓,Day 4 - AC Maintenance #2,2018-prl100-prep,57.5,55.5,0.761,VO2max — 10min steady @ 121%,21.7,26.1,34.8,0.0,0.0,17.4,Z3,Sustained supra-threshold work,week-2-day-4-ac-maintenance-2.zwo
7,GOOD ✓,Step Test p/b HPTek,gp-lama,57.5,972.2,3.185,VO2max — 48min steady @ 375%,17.4,0.0,0.0,0.0,0.0,82.6,Z6,Sustained supra-threshold work,step-test-pb-hptek.zwo
7,GOOD ✓,#94-DPC 6x 5' FTP,zf18-direct-power-coaching-phase-8,57.5,48.2,0.709,Sweet Spot — 30min steady @ 90%,47.8,0.0,0.0,52.2,0.0,0.0,Z4,Sustained sub-threshold work,week-3-94-dpc-6x-5-ftp.zwo
7,GOOD ✓,2. The Endurance Groove,training-camp-progression,57.5,60.9,0.797,Sweet Spot — 40min steady @ 90%,13.0,17.4,17.4,34.8,17.4,0.0,Z4,Sustained sub-threshold work,long-2-the-endurance-groove.zwo
7,GOOD ✓,Day 4 - Tempo into Sprints #1,2018-prl100-prep,57.3,51.1,0.731,Sweet Spot — 24min steady @ 95%,32.3,26.2,34.9,0.0,0.0,6.7,Z3,Sustained sub-threshold work,week-5-day-4-tempo-into-sprints-1.zwo
7,GOOD ✓,Under Ones,best-of-coop-academy,57.3,45.1,0.687,Sprint — 12×10s @ 161%,31.4,52.3,3.5,0.0,3.5,9.3,Z2,Neuromuscular power / sprint,za-2018-under-ones.zwo
7,GOOD ✓,3. Under Ones,pro-development-2018,57.3,45.1,0.687,Sprint — 12×10s @ 161%,31.4,52.3,3.5,0.0,3.5,9.3,Z2,Neuromuscular power / sprint,3-under-ones.zwo
7,GOOD ✓,Watopia Hilly Reverse,30-60-minutes-to-burn,57.2,68.4,0.847,Anaerobic — 4×10s @ 110%,35.0,4.4,0.0,22.7,14.0,23.9,Z1,Anaerobic capacity / W' builder,watopia-hilly-reverse.zwo
7,GOOD ✓,Stage 6,dig-deep-coaching-3-week-grand-tour,57.2,45.4,0.69,VO2max — 15min steady @ 112%,46.3,8.7,19.2,6.1,7.9,11.8,Z1,Sustained supra-threshold work,stage-6.zwo
7,GOOD ✓,GC Coaching's Spaded Sweetie,gc-coaching,57.2,62.0,0.806,Threshold — 28min steady @ 101%,21.0,24.0,4.4,14.8,27.1,8.7,Z5,Sustained threshold work,guided-workouts-gc-coachings-spaded-sweetie.zwo
7,GOOD ✓,1. Watopia Hilly Reverse,z-racing,57.2,68.4,0.847,Anaerobic — 4×10s @ 110%,35.0,4.4,0.0,22.7,14.0,23.9,Z1,Anaerobic capacity / W' builder,week-3-1-watopia-hilly-reverse.zwo
7,GOOD ✓,1. Watopia Hilly Reverse,competitive-race-prep,57.2,68.4,0.847,Anaerobic — 4×10s @ 110%,35.0,4.4,0.0,22.7,14.0,23.9,Z1,Anaerobic capacity / W' builder,week-3-1-watopia-hilly-reverse.zwo
7,GOOD ✓,Day 2 - AC Maintenance #3,2018-prl100-prep,57.0,56.9,0.774,VO2max — 12min steady @ 121%,26.3,26.3,26.3,0.0,0.0,21.1,Z1,Sustained supra-threshold work,week-3-day-2-ac-maintenance-3.zwo
7,GOOD ✓,Day 2 - HIT 45sec #1,4wk-ftp-booster,57.0,47.4,0.706,Anaerobic — 6×45s @ 175%,31.6,48.2,0.0,12.3,0.0,7.9,Z2,Anaerobic capacity / W' builder,week-1-day-2-hit-45sec-1.zwo
7,GOOD ✓,Aktivitus Power & Endurance 5,aktivitus-14wk-power-endurance,57.0,62.6,0.812,Sprint — 20×10s @ 200%,42.1,17.5,0.0,0.0,21.1,19.3,Z1,Neuromuscular power / sprint,aktivitus-power-endurance-5.zwo
7,GOOD ✓,Long Climbs,climbing,57.0,54.0,0.754,Sprint — 4×10s @ 160%,35.7,5.3,10.5,47.4,0.0,1.2,Z4,Neuromuscular power / sprint,long-climbs.zwo
7,GOOD ✓,Stage 12,dig-deep-coaching-3-week-grand-tour,57.0,65.3,0.829,Threshold — 32min steady @ 98%,25.4,0.0,19.3,17.5,35.1,2.6,Z5,Sustained threshold work,stage-12.zwo
7,GOOD ✓,GC Coaching's Ham Sandwich,gc-coaching,57.0,53.4,0.75,Anaerobic — 5×30s @ 130%,30.7,20.2,2.6,28.9,0.9,16.7,Z1,Anaerobic capacity / W' builder,guided-workouts-gc-coachings-ham-sandwich.zwo
7,GOOD ✓,5. VO2max Descending,l-etape-du-tour-training-club,57.0,55.6,0.765,Sprint — 4×10s @ 170%,39.2,21.1,0.0,8.8,0.0,31.0,Z1,Neuromuscular power / sprint,phase-3-5-vo2max-descending.zwo
7,GOOD ✓,Akhenaton short,one-of-a-kind,57.0,63.1,0.815,Sweet Spot — 43min steady @ 91%,24.6,0.0,12.3,61.4,0.0,1.8,Z4,Sustained sub-threshold work,akhenaton-short.zwo
7,GOOD ✓,1. Long Climbs,singletrack-slayer,57.0,54.0,0.754,Sprint — 4×10s @ 160%,35.7,5.3,10.5,47.4,0.0,1.2,Z4,Neuromuscular power / sprint,week-5-1-long-climbs.zwo
7,GOOD ✓,3. Lactate Shuttle #2,singletrack-slayer,57.0,57.4,0.777,Threshold — 10min steady @ 99%,28.1,24.6,8.8,0.0,29.8,8.8,Z5,Sustained threshold work,week-9-3-lactate-shuttle-2.zwo
7,GOOD ✓,4. Explosive Power Into Z3,l-etape-du-tour-training-club,56.8,49.2,0.721,Sprint — 3×15s @ 170%,33.5,20.3,35.2,7.0,0.0,4.0,Z3,Neuromuscular power / sprint,phase-2-4-explosive-power-into-z3.zwo
7,GOOD ✓,Day 5 - 40/20's into Threshold,4wk-ftp-booster,56.7,52.4,0.745,Anaerobic — 4×40s @ 121%,46.5,4.4,4.4,35.3,0.0,9.4,Z1,Anaerobic capacity / W' builder,week-3-day-5-4020s-into-threshold.zwo
7,GOOD ✓,Watopia Hilly Forward,climbing,56.5,65.2,0.832,Anaerobic — 4×10s @ 110%,23.0,15.9,32.7,0.0,0.6,27.8,Z3,Anaerobic capacity / W' builder,watopia-hilly-forward.zwo
7,GOOD ✓,AC Intervals #1,tt-tuneup,56.5,48.8,0.72,Sprint — 4×10s @ 200%,57.2,14.2,0.0,0.0,8.8,19.8,Z1,Neuromuscular power / sprint,week-8-ac-intervals-1.zwo
7,GOOD ✓,AC Intervals #1,vo2-max,56.5,48.8,0.72,Sprint — 4×10s @ 200%,57.2,14.2,0.0,0.0,8.8,19.8,Z1,Neuromuscular power / sprint,ac-intervals-1.zwo
7,GOOD ✓,1. Watopia Hilly Forward,z-racing,56.5,65.2,0.832,Anaerobic — 4×10s @ 110%,23.0,15.9,32.7,0.0,0.6,27.8,Z3,Anaerobic capacity / W' builder,week-2-1-watopia-hilly-forward.zwo
7,GOOD ✓,1. Watopia Hilly Forward,competitive-race-prep,56.5,65.2,0.832,Anaerobic — 4×10s @ 110%,23.0,15.9,32.7,0.0,0.6,27.8,Z3,Anaerobic capacity / W' builder,week-2-1-watopia-hilly-forward.zwo
7,GOOD ✓,London Classique,30-60-minutes-to-burn,56.2,70.6,0.868,Threshold — 41min steady @ 97%,12.4,13.3,14.2,44.4,5.3,10.2,Z4,Sustained threshold work,london-classique.zwo
7,GOOD ✓,5. London Classique,z-racing,56.2,70.6,0.868,Threshold — 41min steady @ 97%,12.4,13.3,14.2,44.4,5.3,10.2,Z4,Sustained threshold work,week-2-5-london-classique.zwo
7,GOOD ✓,5. London Classique,competitive-race-prep,56.2,70.6,0.868,Threshold — 41min steady @ 97%,12.4,13.3,14.2,44.4,5.3,10.2,Z4,Sustained threshold work,week-2-5-london-classique.zwo
7,GOOD ✓,SZRGWO 07.3,mattias-thyr-unstructured-workouts,56.1,68.3,0.855,Threshold — 21min steady @ 101%,19.6,0.0,16.6,13.4,30.3,20.1,Z5,Sustained threshold work,szrgwo-073.zwo
7,GOOD ✓,Day 2 - Sub-Threshold #1,2018-prl100-prep,56.0,49.6,0.729,Sweet Spot — 25min steady @ 91%,28.6,26.8,0.0,35.7,8.9,0.0,Z4,Sustained sub-threshold work,week-1-day-2-sub-threshold-1.zwo
7,GOOD ✓,Day 2 - Pyramid Cadence Efforts,2018-prl46-prep,56.0,45.5,0.698,Sweet Spot — 12min steady @ 95%,25.0,53.6,0.0,21.4,0.0,0.0,Z2,Sustained sub-threshold work,week-9-day-2-pyramid-cadence-efforts.zwo
7,GOOD ✓,Pyramid Cadence Efforts,30-60-minutes-to-burn,56.0,45.5,0.698,Sweet Spot — 12min steady @ 95%,25.0,53.6,0.0,21.4,0.0,0.0,Z2,Sustained sub-threshold work,pyramid-cadence-efforts.zwo
7,GOOD ✓,GC Coaching's Uphill Battle,gc-coaching,56.0,51.1,0.74,Anaerobic — 5×30s @ 130%,46.4,12.5,0.9,27.7,0.9,11.6,Z1,Anaerobic capacity / W' builder,guided-workouts-gc-coachings-uphill-battle.zwo
7,GOOD ✓,Lama's 5x4min TT Intervals,gp-lama,56.0,47.0,0.71,VO2max — 20min steady @ 109%,64.3,0.0,0.0,0.0,7.1,28.6,Z1,Sustained supra-threshold work,lamas-5x4min-tt-intervals.zwo
7,GOOD ✓,4. Surge Protector,training-camp-progression,56.0,59.3,0.797,Sweet Spot — 36min steady @ 93%,14.3,21.4,16.1,40.2,0.0,8.0,Z4,Sustained sub-threshold work,long-4-surge-protector.zwo
7,GOOD ✓,ODChickenCyclingers - VO2max 445,twelve-week-ftp-challenge,56.0,53.8,0.759,VO2max — 22min steady @ 118%,48.2,10.7,1.8,0.0,3.6,35.7,Z1,Sustained supra-threshold work,vo2-max-community-vo2max-445.zwo
7,GOOD ✓,Stage 1,dig-deep-coaching-3-week-grand-tour,55.6,51.6,0.746,Threshold — 21min steady @ 102%,38.7,18.0,14.4,19.8,3.6,5.5,Z1,Sustained threshold work,stage-1.zwo
7,GOOD ✓,Primed FTP,best-of-coop-academy,55.5,50.9,0.742,Threshold — 22min steady @ 99%,54.1,0.0,0.0,10.8,32.4,2.7,Z1,Sustained threshold work,za-2020-primed-ftp.zwo
